speaker,iso_lang,text,sex,duration,syllables,age
EUS_F5(Am2),EUS,O8,F,16.68,138,31.0
EUS_F5(Am2),EUS,O9,F,8.27,67,31.0
EUS_F5(Am2),EUS,P0,F,18.37,142,31.0
EUS_F5(Am2),EUS,P1,F,15.25,117,31.0
EUS_F5(Am2),EUS,P2,F,12.86,109,31.0
EUS_F5(Am2),EUS,P3,F,14.96,119,31.0
EUS_F5(Am2),EUS,P8,F,15.31,121,31.0
EUS_F5(Am2),EUS,P9,F,15.49,106,31.0
EUS_F5(Am2),EUS,Q0,F,16.39,121,31.0
EUS_F5(Am2),EUS,Q1,F,11.19,87,31.0
EUS_M1(Bo),EUS,O1,M,11.9,102,26.0
EUS_M1(Bo),EUS,O2,M,12.97,106,26.0
EUS_M1(Bo),EUS,O3,M,13.67,108,26.0
EUS_M1(Bo),EUS,O4,M,15.6,135,26.0
EUS_M1(Bo),EUS,O6,M,11.76,107,26.0
EUS_M1(Bo),EUS,O8,M,14.92,138,26.0
EUS_M1(Bo),EUS,O9,M,7.44,67,26.0
EUS_M1(Bo),EUS,P0,M,17.66,142,26.0
EUS_M1(Bo),EUS,P1,M,13.63,117,26.0
EUS_M1(Bo),EUS,P2,M,12.62,109,26.0
EUS_M1(Bo),EUS,P3,M,13.76,119,26.0
EUS_M1(Bo),EUS,P8,M,16.22,121,26.0
EUS_M1(Bo),EUS,P9,M,14.7,106,26.0
EUS_M1(Bo),EUS,Q0,M,15.66,121,26.0
EUS_M1(Bo),EUS,Q1,M,10.8,87,26.0
EUS_M2(Ai),EUS,O1,M,14.52,102,36.0
EUS_M2(Ai),EUS,O2,M,15.8,106,36.0
EUS_M2(Ai),EUS,O3,M,15.23,108,36.0
EUS_M2(Ai),EUS,O4,M,17.92,135,36.0
EUS_M2(Ai),EUS,O6,M,13.85,107,36.0
EUS_M2(Ai),EUS,O8,M,17.25,138,36.0
EUS_M2(Ai),EUS,O9,M,8.49,67,36.0
EUS_M2(Ai),EUS,P0,M,19.41,142,36.0
EUS_M2(Ai),EUS,P1,M,15.23,117,36.0
EUS_M2(Ai),EUS,P2,M,13.39,109,36.0
EUS_M2(Ai),EUS,P3,M,15.41,119,36.0
EUS_M2(Ai),EUS,P8,M,15.98,121,36.0
EUS_M2(Ai),EUS,P9,M,15.67,106,36.0
EUS_M2(Ai),EUS,Q0,M,15.58,121,36.0
EUS_M2(Ai),EUS,Q1,M,11.4,87,36.0
EUS_M3(An),EUS,O1,M,11.47,102,27.0
EUS_M3(An),EUS,O2,M,11.98,106,27.0
EUS_M3(An),EUS,O3,M,14.21,108,27.0
EUS_M3(An),EUS,O4,M,15.19,135,27.0
EUS_M3(An),EUS,O6,M,12.05,107,27.0
EUS_M3(An),EUS,O8,M,15.48,138,27.0
EUS_M3(An),EUS,O9,M,7.31,67,27.0
EUS_M3(An),EUS,P0,M,17.51,142,27.0
EUS_M3(An),EUS,P1,M,13.7,117,27.0
EUS_M3(An),EUS,P2,M,11.81,109,27.0
EUS_M3(An),EUS,P3,M,13.83,119,27.0
EUS_M3(An),EUS,P8,M,14.74,121,27.0
EUS_M3(An),EUS,P9,M,13.75,106,27.0
EUS_M3(An),EUS,Q0,M,14.57,121,27.0
EUS_M3(An),EUS,Q1,M,10.07,87,27.0
EUS_M4(In),EUS,O1,M,14.84,102,22.0
EUS_M4(In),EUS,O2,M,15.95,106,22.0
EUS_M4(In),EUS,O3,M,16.38,108,22.0
EUS_M4(In),EUS,O4,M,19.11,135,22.0
EUS_M4(In),EUS,O6,M,15.68,107,22.0
EUS_M4(In),EUS,O8,M,18.64,138,22.0
EUS_M4(In),EUS,O9,M,8.72,67,22.0
EUS_M4(In),EUS,P0,M,20.65,142,22.0
EUS_M4(In),EUS,P1,M,16.56,117,22.0
EUS_M4(In),EUS,P2,M,14.39,109,22.0
EUS_M4(In),EUS,P3,M,16.3,119,22.0
EUS_M4(In),EUS,P8,M,16.89,121,22.0
EUS_M4(In),EUS,P9,M,16.13,106,22.0
EUS_M4(In),EUS,Q0,M,16.59,121,22.0
EUS_M4(In),EUS,Q1,M,11.97,87,22.0
EUS_M5(Ax),EUS,O1,M,13.76,102,32.0
EUS_M5(Ax),EUS,O2,M,16.55,106,32.0
EUS_M5(Ax),EUS,O3,M,16.79,108,32.0
EUS_M5(Ax),EUS,O4,M,21.53,135,32.0
EUS_M5(Ax),EUS,O6,M,16.13,107,32.0
EUS_M5(Ax),EUS,O8,M,20.77,138,32.0
EUS_M5(Ax),EUS,O9,M,9.62,67,32.0
EUS_M5(Ax),EUS,P0,M,21.28,142,32.0
EUS_M5(Ax),EUS,P1,M,19.06,117,32.0
EUS_M5(Ax),EUS,P2,M,16.0,109,32.0
EUS_M5(Ax),EUS,P3,M,18.12,119,32.0
EUS_M5(Ax),EUS,P8,M,18.03,121,32.0
EUS_M5(Ax),EUS,P9,M,18.2,106,32.0
EUS_M5(Ax),EUS,Q0,M,18.95,121,32.0
EUS_M5(Ax),EUS,Q1,M,13.05,87,32.0
FIN_F1(Ul),FIN,O1,F,12.0,91,30.0
FIN_F1(Ul),FIN,O2,F,14.92,110,30.0
FIN_F1(Ul),FIN,O3,F,14.12,110,30.0
FIN_F1(Ul),FIN,O4,F,17.28,123,30.0
FIN_F1(Ul),FIN,O6,F,11.82,84,30.0
FIN_F1(Ul),FIN,O8,F,15.05,111,30.0
FIN_F1(Ul),FIN,O9,F,9.47,74,30.0
FIN_F1(Ul),FIN,P0,F,15.62,117,30.0
FIN_F1(Ul),FIN,P1,F,14.62,123,30.0
FIN_F1(Ul),FIN,P2,F,12.92,98,30.0
FIN_F1(Ul),FIN,P3,F,15.37,119,30.0
FIN_F1(Ul),FIN,P8,F,13.75,96,30.0
FIN_F1(Ul),FIN,P9,F,15.54,108,30.0
FIN_F1(Ul),FIN,Q0,F,15.59,113,30.0
FIN_F1(Ul),FIN,Q1,F,10.71,83,30.0
FIN_F2(Re),FIN,O1,F,11.79,91,35.0
FIN_F2(Re),FIN,O2,F,13.39,110,35.0
FIN_F2(Re),FIN,O3,F,14.22,110,35.0
FIN_F2(Re),FIN,O4,F,16.58,123,35.0
FIN_F2(Re),FIN,O6,F,11.72,84,35.0
FIN_F2(Re),FIN,O8,F,14.36,111,35.0
FIN_F2(Re),FIN,O9,F,9.47,74,35.0
FIN_F2(Re),FIN,P0,F,14.85,117,35.0
FIN_F2(Re),FIN,P1,F,14.98,123,35.0
FIN_F2(Re),FIN,P2,F,14.02,98,35.0
FIN_F2(Re),FIN,P3,F,15.77,119,35.0
FIN_F2(Re),FIN,P8,F,13.41,96,35.0
FIN_F2(Re),FIN,P9,F,14.6,108,35.0
FIN_F2(Re),FIN,Q0,F,14.94,113,35.0
FIN_F2(Re),FIN,Q1,F,10.33,83,35.0
FIN_F3(Ki),FIN,O1,F,13.14,91,41.0
FIN_F3(Ki),FIN,O2,F,14.11,110,41.0
FIN_F3(Ki),FIN,O3,F,15.61,110,41.0
FIN_F3(Ki),FIN,O4,F,16.92,123,41.0
FIN_F3(Ki),FIN,O6,F,12.05,84,41.0
FIN_F3(Ki),FIN,O8,F,15.12,111,41.0
FIN_F3(Ki),FIN,O9,F,10.2,74,41.0
FIN_F3(Ki),FIN,P0,F,15.3,117,41.0
FIN_F3(Ki),FIN,P1,F,16.49,123,41.0
FIN_F3(Ki),FIN,P2,F,15.27,98,41.0
FIN_F3(Ki),FIN,P3,F,17.01,119,41.0
FIN_F3(Ki),FIN,P8,F,13.22,96,41.0
FIN_F3(Ki),FIN,P9,F,15.65,108,41.0
FIN_F3(Ki),FIN,Q0,F,14.99,113,41.0
FIN_F3(Ki),FIN,Q1,F,11.92,83,41.0
FIN_F4(Pri),FIN,O1,F,12.09,91,16.0
FIN_F4(Pri),FIN,O2,F,15.11,110,16.0
FIN_F4(Pri),FIN,O3,F,15.71,110,16.0
FIN_F4(Pri),FIN,O4,F,17.45,123,16.0
FIN_F4(Pri),FIN,O6,F,12.47,84,16.0
FIN_F4(Pri),FIN,O8,F,15.27,111,16.0
FIN_F4(Pri),FIN,O9,F,9.97,74,16.0
FIN_F4(Pri),FIN,P0,F,16.11,117,16.0
FIN_F4(Pri),FIN,P1,F,16.02,123,16.0
FIN_F4(Pri),FIN,P2,F,15.24,98,16.0
FIN_F4(Pri),FIN,P3,F,16.55,119,16.0
FIN_F4(Pri),FIN,P8,F,14.36,96,16.0
FIN_F4(Pri),FIN,P9,F,15.3,108,16.0
FIN_F4(Pri),FIN,Q0,F,16.21,113,16.0
FIN_F4(Pri),FIN,Q1,F,11.3,83,16.0
FIN_F5(Ma),FIN,O1,F,11.84,91,22.0
FIN_F5(Ma),FIN,O2,F,11.76,110,22.0
FIN_F5(Ma),FIN,O3,F,14.44,110,22.0
FIN_F5(Ma),FIN,O4,F,16.72,123,22.0
FIN_F5(Ma),FIN,O6,F,11.85,84,22.0
FIN_F5(Ma),FIN,O8,F,14.83,111,22.0
FIN_F5(Ma),FIN,O9,F,10.11,74,22.0
FIN_F5(Ma),FIN,P0,F,15.41,117,22.0
FIN_F5(Ma),FIN,P1,F,14.7,123,22.0
FIN_F5(Ma),FIN,P2,F,14.29,98,22.0
FIN_F5(Ma),FIN,P3,F,15.62,119,22.0
FIN_F5(Ma),FIN,P8,F,13.49,96,22.0
FIN_F5(Ma),FIN,P9,F,15.05,108,22.0
FIN_F5(Ma),FIN,Q0,F,15.13,113,22.0
FIN_F5(Ma),FIN,Q1,F,11.34,83,22.0
FIN_M1(Ee),FIN,O1,M,12.27,91,52.0
FIN_M1(Ee),FIN,O2,M,14.16,110,52.0
FIN_M1(Ee),FIN,O3,M,14.66,110,52.0
FIN_M1(Ee),FIN,O4,M,17.12,123,52.0
FIN_M1(Ee),FIN,O6,M,13.19,84,52.0
FIN_M1(Ee),FIN,O8,M,14.67,111,52.0
FIN_M1(Ee),FIN,O9,M,10.51,74,52.0
FIN_M1(Ee),FIN,P0,M,15.61,117,52.0
FIN_M1(Ee),FIN,P1,M,15.5,123,52.0
FIN_M1(Ee),FIN,P2,M,13.91,98,52.0
FIN_M1(Ee),FIN,P3,M,17.21,119,52.0
FIN_M1(Ee),FIN,P8,M,14.39,96,52.0
FIN_M1(Ee),FIN,P9,M,15.68,108,52.0
FIN_M1(Ee),FIN,Q0,M,15.52,113,52.0
FIN_M1(Ee),FIN,Q1,M,11.65,83,52.0
FIN_M2(He),FIN,O1,M,11.57,91,28.0
FIN_M2(He),FIN,O2,M,14.53,110,28.0
FIN_M2(He),FIN,O3,M,14.69,110,28.0
FIN_M2(He),FIN,O4,M,17.44,123,28.0
FIN_M2(He),FIN,O6,M,12.17,84,28.0
FIN_M2(He),FIN,O8,M,15.11,111,28.0
FIN_M2(He),FIN,O9,M,10.04,74,28.0
FIN_M2(He),FIN,P0,M,16.0,117,28.0
FIN_M2(He),FIN,P1,M,16.12,123,28.0
FIN_M2(He),FIN,P2,M,14.87,98,28.0
FIN_M2(He),FIN,P3,M,15.9,119,28.0
FIN_M2(He),FIN,P8,M,13.69,96,28.0
FIN_M2(He),FIN,P9,M,15.16,108,28.0
FIN_M2(He),FIN,Q0,M,15.0,113,28.0
FIN_M2(He),FIN,Q1,M,11.0,83,28.0
FIN_M3(Mi),FIN,O1,M,11.96,91,45.0
FIN_M3(Mi),FIN,O2,M,14.11,110,45.0
FIN_M3(Mi),FIN,O3,M,16.19,110,45.0
FIN_M3(Mi),FIN,O4,M,17.46,123,45.0
FIN_M3(Mi),FIN,O6,M,11.99,84,45.0
FIN_M3(Mi),FIN,O8,M,15.19,111,45.0
FIN_M3(Mi),FIN,O9,M,10.12,74,45.0
FIN_M3(Mi),FIN,P0,M,16.96,117,45.0
FIN_M3(Mi),FIN,P1,M,17.1,123,45.0
FIN_M3(Mi),FIN,P2,M,14.72,98,45.0
FIN_M3(Mi),FIN,P3,M,16.34,119,45.0
FIN_M3(Mi),FIN,P8,M,14.32,96,45.0
FIN_M3(Mi),FIN,P9,M,15.28,108,45.0
FIN_M3(Mi),FIN,Q0,M,16.35,113,45.0
FIN_M3(Mi),FIN,Q1,M,11.48,83,45.0
FIN_M4(Ma),FIN,O1,M,14.32,91,37.0
FIN_M4(Ma),FIN,O2,M,18.48,110,37.0
FIN_M4(Ma),FIN,O3,M,19.08,110,37.0
FIN_M4(Ma),FIN,O4,M,21.4,123,37.0
FIN_M4(Ma),FIN,O6,M,15.23,84,37.0
FIN_M4(Ma),FIN,O8,M,18.74,111,37.0
FIN_M4(Ma),FIN,O9,M,13.27,74,37.0
FIN_M4(Ma),FIN,P0,M,19.75,117,37.0
FIN_M4(Ma),FIN,P1,M,20.45,123,37.0
FIN_M4(Ma),FIN,P2,M,18.73,98,37.0
FIN_M4(Ma),FIN,P3,M,19.05,119,37.0
FIN_M4(Ma),FIN,P8,M,17.48,96,37.0
FIN_M4(Ma),FIN,P9,M,19.52,108,37.0
FIN_M4(Ma),FIN,Q0,M,19.27,113,37.0
FIN_M4(Ma),FIN,Q1,M,14.22,83,37.0
FIN_M5(Mt),FIN,O1,M,11.82,91,26.0
FIN_M5(Mt),FIN,O2,M,14.77,110,26.0
FIN_M5(Mt),FIN,O3,M,14.35,110,26.0
FIN_M5(Mt),FIN,O4,M,17.81,123,26.0
FIN_M5(Mt),FIN,O6,M,12.73,84,26.0
FIN_M5(Mt),FIN,O8,M,15.13,111,26.0
FIN_M5(Mt),FIN,O9,M,9.78,74,26.0
FIN_M5(Mt),FIN,P0,M,15.65,117,26.0
FIN_M5(Mt),FIN,P1,M,15.45,123,26.0
FIN_M5(Mt),FIN,P2,M,15.1,98,26.0
FIN_M5(Mt),FIN,P3,M,16.15,119,26.0
FIN_M5(Mt),FIN,P8,M,13.89,96,26.0
FIN_M5(Mt),FIN,P9,M,15.16,108,26.0
FIN_M5(Mt),FIN,Q0,M,15.32,113,26.0
FIN_M5(Mt),FIN,Q1,M,11.96,83,26.0
FRA_F1(Je),FRA,O1,F,12.93,87,25.0
FRA_F1(Je),FRA,O2,F,15.41,106,25.0
FRA_F1(Je),FRA,O3,F,14.92,95,25.0
FRA_F1(Je),FRA,O4,F,15.56,93,25.0
FRA_F1(Je),FRA,O6,F,12.65,77,25.0
FRA_F1(Je),FRA,O8,F,14.57,94,25.0
FRA_F1(Je),FRA,O9,F,9.52,65,25.0
FRA_F1(Je),FRA,P0,F,16.57,100,25.0
FRA_F1(Je),FRA,P1,F,16.01,104,25.0
FRA_F1(Je),FRA,P2,F,12.97,88,25.0
FRA_F1(Je),FRA,P3,F,16.85,107,25.0
FRA_F1(Je),FRA,P8,F,15.75,95,25.0
FRA_F1(Je),FRA,P9,F,15.66,92,25.0
FRA_F1(Je),FRA,Q0,F,14.87,99,25.0
FRA_F1(Je),FRA,Q1,F,11.05,68,25.0
FRA_F2(Be),FRA,O1,F,13.24,87,41.0
FRA_F2(Be),FRA,O2,F,14.65,106,41.0
FRA_F2(Be),FRA,O3,F,13.95,95,41.0
FRA_F2(Be),FRA,O4,F,15.25,93,41.0
FRA_F2(Be),FRA,O6,F,12.53,77,41.0
FRA_F2(Be),FRA,O8,F,13.5,94,41.0
FRA_F2(Be),FRA,O9,F,9.61,65,41.0
FRA_F2(Be),FRA,P0,F,16.35,100,41.0
FRA_F2(Be),FRA,P1,F,16.87,104,41.0
FRA_F2(Be),FRA,P2,F,13.04,88,41.0
FRA_F2(Be),FRA,P3,F,16.99,107,41.0
FRA_F2(Be),FRA,P8,F,14.33,95,41.0
FRA_F2(Be),FRA,P9,F,14.82,92,41.0
FRA_F2(Be),FRA,Q0,F,15.65,99,41.0
FRA_F2(Be),FRA,Q1,F,11.18,68,41.0
FRA_F3(Ma),FRA,O1,F,11.67,87,28.0
FRA_F3(Ma),FRA,O2,F,14.35,106,28.0
FRA_F3(Ma),FRA,O3,F,13.25,95,28.0
FRA_F3(Ma),FRA,O4,F,14.29,93,28.0
FRA_F3(Ma),FRA,O6,F,10.85,77,28.0
FRA_F3(Ma),FRA,O8,F,13.35,94,28.0
FRA_F3(Ma),FRA,O9,F,9.67,65,28.0
FRA_F3(Ma),FRA,P0,F,14.74,100,28.0
FRA_F3(Ma),FRA,P1,F,14.61,104,28.0
FRA_F3(Ma),FRA,P2,F,12.42,88,28.0
FRA_F3(Ma),FRA,P3,F,15.59,107,28.0
FRA_F3(Ma),FRA,P8,F,13.41,95,28.0
FRA_F3(Ma),FRA,P9,F,13.99,92,28.0
FRA_F3(Ma),FRA,Q0,F,13.65,99,28.0
FRA_F3(Ma),FRA,Q1,F,10.23,68,28.0
FRA_F4(Lu),FRA,O1,F,12.51,87,24.0
FRA_F4(Lu),FRA,O2,F,15.19,106,24.0
FRA_F4(Lu),FRA,O3,F,13.5,95,24.0
FRA_F4(Lu),FRA,O4,F,14.09,93,24.0
FRA_F4(Lu),FRA,O6,F,12.73,77,24.0
FRA_F4(Lu),FRA,O8,F,14.24,94,24.0
FRA_F4(Lu),FRA,O9,F,9.87,65,24.0
FRA_F4(Lu),FRA,P0,F,15.99,100,24.0
FRA_F4(Lu),FRA,P1,F,16.19,104,24.0
FRA_F4(Lu),FRA,P2,F,13.21,88,24.0
FRA_F4(Lu),FRA,P3,F,16.78,107,24.0
FRA_F4(Lu),FRA,P8,F,13.51,95,24.0
FRA_F4(Lu),FRA,P9,F,14.64,92,24.0
FRA_F4(Lu),FRA,Q0,F,14.35,99,24.0
FRA_F4(Lu),FRA,Q1,F,10.76,68,24.0
FRA_F5(Na),FRA,O1,F,13.27,87,46.0
FRA_F5(Na),FRA,O2,F,16.23,106,46.0
FRA_F5(Na),FRA,O3,F,15.27,95,46.0
FRA_F5(Na),FRA,O4,F,17.0,93,46.0
FRA_F5(Na),FRA,O6,F,13.05,77,46.0
FRA_F5(Na),FRA,O8,F,14.97,94,46.0
FRA_F5(Na),FRA,O9,F,10.97,65,46.0
FRA_F5(Na),FRA,P0,F,17.89,100,46.0
FRA_F5(Na),FRA,P1,F,17.76,104,46.0
FRA_F5(Na),FRA,P2,F,13.79,88,46.0
FRA_F5(Na),FRA,P3,F,19.67,107,46.0
FRA_F5(Na),FRA,P8,F,15.01,95,46.0
FRA_F5(Na),FRA,P9,F,16.33,92,46.0
FRA_F5(Na),FRA,Q0,F,15.71,99,46.0
FRA_F5(Na),FRA,Q1,F,11.73,68,46.0
FRA_M1(Se),FRA,O1,M,11.05,87,37.0
FRA_M1(Se),FRA,O2,M,13.16,106,37.0
FRA_M1(Se),FRA,O3,M,12.78,95,37.0
FRA_M1(Se),FRA,O4,M,12.67,93,37.0
FRA_M1(Se),FRA,O6,M,11.46,77,37.0
FRA_M1(Se),FRA,O8,M,12.55,94,37.0
FRA_M1(Se),FRA,O9,M,9.32,65,37.0
FRA_M1(Se),FRA,P0,M,13.46,100,37.0
FRA_M1(Se),FRA,P1,M,13.81,104,37.0
FRA_M1(Se),FRA,P2,M,12.37,88,37.0
FRA_M1(Se),FRA,P3,M,14.54,107,37.0
FRA_M1(Se),FRA,P8,M,11.45,95,37.0
FRA_M1(Se),FRA,P9,M,13.29,92,37.0
FRA_M1(Se),FRA,Q0,M,11.95,99,37.0
FRA_M1(Se),FRA,Q1,M,9.18,68,37.0
FRA_M2(Ar),FRA,O1,M,11.86,87,36.0
FRA_M2(Ar),FRA,O2,M,14.84,106,36.0
FRA_M2(Ar),FRA,O3,M,14.07,95,36.0
FRA_M2(Ar),FRA,O4,M,13.64,93,36.0
FRA_M2(Ar),FRA,O6,M,12.25,77,36.0
FRA_M2(Ar),FRA,O8,M,14.05,94,36.0
FRA_M2(Ar),FRA,O9,M,10.22,65,36.0
FRA_M2(Ar),FRA,P0,M,16.96,100,36.0
FRA_M2(Ar),FRA,P1,M,15.98,104,36.0
FRA_M2(Ar),FRA,P2,M,12.51,88,36.0
FRA_M2(Ar),FRA,P3,M,15.91,107,36.0
FRA_M2(Ar),FRA,P8,M,12.99,95,36.0
FRA_M2(Ar),FRA,P9,M,13.21,92,36.0
FRA_M2(Ar),FRA,Q0,M,14.08,99,36.0
FRA_M2(Ar),FRA,Q1,M,10.3,68,36.0
FRA_M3(Pi),FRA,O1,M,12.06,87,27.0
FRA_M3(Pi),FRA,O2,M,15.34,106,27.0
FRA_M3(Pi),FRA,O3,M,14.23,95,27.0
FRA_M3(Pi),FRA,O4,M,15.32,93,27.0
FRA_M3(Pi),FRA,O6,M,11.5,77,27.0
FRA_M3(Pi),FRA,O8,M,12.59,94,27.0
FRA_M3(Pi),FRA,O9,M,10.07,65,27.0
FRA_M3(Pi),FRA,P0,M,15.25,100,27.0
FRA_M3(Pi),FRA,P1,M,14.58,104,27.0
FRA_M3(Pi),FRA,P2,M,12.02,88,27.0
FRA_M3(Pi),FRA,P3,M,17.46,107,27.0
FRA_M3(Pi),FRA,P8,M,12.61,95,27.0
FRA_M3(Pi),FRA,P9,M,13.93,92,27.0
FRA_M3(Pi),FRA,Q0,M,15.32,99,27.0
FRA_M3(Pi),FRA,Q1,M,10.29,68,27.0
FRA_M4(No),FRA,O1,M,10.6,87,25.0
FRA_M4(No),FRA,O2,M,11.99,106,25.0
FRA_M4(No),FRA,O3,M,11.85,95,25.0
FRA_M4(No),FRA,O4,M,13.06,93,25.0
FRA_M4(No),FRA,O6,M,9.92,77,25.0
FRA_M4(No),FRA,O8,M,10.97,94,25.0
FRA_M4(No),FRA,O9,M,7.9,65,25.0
FRA_M4(No),FRA,P0,M,13.73,100,25.0
FRA_M4(No),FRA,P1,M,13.76,104,25.0
FRA_M4(No),FRA,P2,M,10.77,88,25.0
FRA_M4(No),FRA,P3,M,14.12,107,25.0
FRA_M4(No),FRA,P8,M,11.27,95,25.0
FRA_M4(No),FRA,P9,M,13.19,92,25.0
FRA_M4(No),FRA,Q0,M,12.1,99,25.0
FRA_M4(No),FRA,Q1,M,9.39,68,25.0
FRA_M5(Chr),FRA,O1,M,11.2,87,36.0
FRA_M5(Chr),FRA,O2,M,13.62,106,36.0
FRA_M5(Chr),FRA,O3,M,12.63,95,36.0
FRA_M5(Chr),FRA,O4,M,13.92,93,36.0
FRA_M5(Chr),FRA,O6,M,11.11,77,36.0
FRA_M5(Chr),FRA,O8,M,11.77,94,36.0
FRA_M5(Chr),FRA,O9,M,8.3,65,36.0
FRA_M5(Chr),FRA,P0,M,14.33,100,36.0
FRA_M5(Chr),FRA,P1,M,14.12,104,36.0
FRA_M5(Chr),FRA,P2,M,11.94,88,36.0
FRA_M5(Chr),FRA,P3,M,15.14,107,36.0
FRA_M5(Chr),FRA,P8,M,12.65,95,36.0
FRA_M5(Chr),FRA,P9,M,13.37,92,36.0
FRA_M5(Chr),FRA,Q0,M,12.59,99,36.0
FRA_M5(Chr),FRA,Q1,M,9.35,68,36.0
HUN_F1(An),HUN,O1,F,17.01,89,39.0
HUN_F1(An),HUN,O2,F,23.12,112,39.0
HUN_F1(An),HUN,O3,F,20.55,100,39.0
HUN_F1(An),HUN,O4,F,25.61,124,39.0
HUN_F1(An),HUN,O6,F,15.58,72,39.0
HUN_F1(An),HUN,O8,F,20.13,99,39.0
HUN_F1(An),HUN,O9,F,14.9,82,39.0
HUN_F1(An),HUN,P0,F,24.72,122,39.0
HUN_F1(An),HUN,P1,F,22.9,112,39.0
HUN_F1(An),HUN,P2,F,19.78,105,39.0
HUN_F1(An),HUN,P3,F,23.26,113,39.0
HUN_F1(An),HUN,P8,F,19.6,101,39.0
HUN_F1(An),HUN,P9,F,22.63,117,39.0
HUN_F1(An),HUN,Q0,F,21.28,103,39.0
HUN_F1(An),HUN,Q1,F,20.15,98,39.0
HUN_F2(Ga),HUN,O1,F,14.73,89,33.0
HUN_F2(Ga),HUN,O2,F,18.97,112,33.0
HUN_F2(Ga),HUN,O3,F,18.33,100,33.0
HUN_F2(Ga),HUN,O4,F,20.91,124,33.0
HUN_F2(Ga),HUN,O6,F,12.79,72,33.0
HUN_F2(Ga),HUN,O8,F,17.5,99,33.0
HUN_F2(Ga),HUN,O9,F,12.76,82,33.0
HUN_F2(Ga),HUN,P0,F,20.97,122,33.0
HUN_F2(Ga),HUN,P1,F,19.67,112,33.0
HUN_F2(Ga),HUN,P2,F,17.52,105,33.0
HUN_F2(Ga),HUN,P3,F,19.62,113,33.0
HUN_F2(Ga),HUN,P8,F,16.97,101,33.0
HUN_F2(Ga),HUN,P9,F,19.38,117,33.0
HUN_F2(Ga),HUN,Q0,F,18.07,103,33.0
HUN_F2(Ga),HUN,Q1,F,16.56,98,33.0
HUN_F3(Il),HUN,O1,F,18.59,89,51.0
HUN_F3(Il),HUN,O2,F,23.51,112,51.0
HUN_F3(Il),HUN,O3,F,22.32,100,51.0
HUN_F3(Il),HUN,O4,F,27.6,124,51.0
HUN_F3(Il),HUN,O6,F,16.14,72,51.0
HUN_F3(Il),HUN,O8,F,22.01,99,51.0
HUN_F3(Il),HUN,O9,F,16.71,82,51.0
HUN_F3(Il),HUN,P0,F,28.01,122,51.0
HUN_F3(Il),HUN,P1,F,25.68,112,51.0
HUN_F3(Il),HUN,P2,F,18.32,105,51.0
HUN_F3(Il),HUN,P3,F,25.32,113,51.0
HUN_F3(Il),HUN,P8,F,20.91,101,51.0
HUN_F3(Il),HUN,P9,F,24.71,117,51.0
HUN_F3(Il),HUN,Q0,F,20.91,103,51.0
HUN_F3(Il),HUN,Q1,F,19.96,98,51.0
HUN_F4(As),HUN,O1,F,15.32,89,57.0
HUN_F4(As),HUN,O2,F,19.2,112,57.0
HUN_F4(As),HUN,O3,F,17.86,100,57.0
HUN_F4(As),HUN,O4,F,21.64,124,57.0
HUN_F4(As),HUN,O6,F,12.79,72,57.0
HUN_F4(As),HUN,O8,F,17.01,99,57.0
HUN_F4(As),HUN,O9,F,13.06,82,57.0
HUN_F4(As),HUN,P0,F,21.53,122,57.0
HUN_F4(As),HUN,P1,F,19.8,112,57.0
HUN_F4(As),HUN,P2,F,17.54,105,57.0
HUN_F4(As),HUN,P3,F,19.78,113,57.0
HUN_F4(As),HUN,P8,F,17.3,101,57.0
HUN_F4(As),HUN,P9,F,19.55,117,57.0
HUN_F4(As),HUN,Q0,F,17.93,103,57.0
HUN_F4(As),HUN,Q1,F,16.66,98,57.0
HUN_F5(Ju),HUN,O1,F,12.45,89,31.0
HUN_F5(Ju),HUN,O2,F,16.26,112,31.0
HUN_F5(Ju),HUN,O3,F,15.28,100,31.0
HUN_F5(Ju),HUN,O4,F,18.28,124,31.0
HUN_F5(Ju),HUN,O6,F,11.14,72,31.0
HUN_F5(Ju),HUN,O8,F,14.6,99,31.0
HUN_F5(Ju),HUN,O9,F,11.12,82,31.0
HUN_F5(Ju),HUN,P0,F,18.41,122,31.0
HUN_F5(Ju),HUN,P1,F,16.73,112,31.0
HUN_F5(Ju),HUN,P2,F,14.57,105,31.0
HUN_F5(Ju),HUN,P3,F,17.15,113,31.0
HUN_F5(Ju),HUN,P8,F,15.11,101,31.0
HUN_F5(Ju),HUN,P9,F,16.78,117,31.0
HUN_F5(Ju),HUN,Q0,F,15.36,103,31.0
HUN_F5(Ju),HUN,Q1,F,14.38,98,31.0
HUN_M1(Ar),HUN,O1,M,15.5,89,42.0
HUN_M1(Ar),HUN,O2,M,20.39,112,42.0
HUN_M1(Ar),HUN,O3,M,18.92,100,42.0
HUN_M1(Ar),HUN,O4,M,22.21,124,42.0
HUN_M1(Ar),HUN,O6,M,13.6,72,42.0
HUN_M1(Ar),HUN,O8,M,18.95,99,42.0
HUN_M1(Ar),HUN,O9,M,14.75,82,42.0
HUN_M1(Ar),HUN,P0,M,23.16,122,42.0
HUN_M1(Ar),HUN,P1,M,21.77,112,42.0
HUN_M1(Ar),HUN,P2,M,19.18,105,42.0
HUN_M1(Ar),HUN,P3,M,21.91,113,42.0
HUN_M1(Ar),HUN,P8,M,18.8,101,42.0
