dissatisfaction_last_year,dissatisfaction_this_year
0.134252112,0.007057727
0.161883295,0.012583563
0.154287912,0.305540378
0.160586392,0.172361766
0.73252571,0.194446016
0.458196686,0.091073937
0.463860678,0.216245181
0.245407152,0.136548153
0.254039244,0.284564876
0.033355495,0.078323365
0.005974594,0.174722445
0.001278601,0.098319802
0.240966421,0.245162867
0.317566923,0.121663704
0.283675939,0.229679264
0.012420287,0.003657203
0.121519889,0.210651523
0.176186623,0.123659633
0.014861414,0.128682404
0.141094253,0.015793275
0.669531578,0.168532401
0.195548157,0.098335371
0.186644348,0.141771947
0.610256211,0.363300967
0.166605912,0.186429888
0.065632976,0.134295073
0.121745635,0.018923949
0.069615308,0.011875666
0.045142874,0.055488058
0.017857321,0.022877624
0.496128133,0.226207089
0.200940395,0.197886252
0.170172564,0.303908816
0.074799077,0.024821559
0.272256069,0.378596027
0.191841326,0.301884723
0.138260335,0.209048177
0.139905196,0.126669195
0.096363345,0.11119383
0.045687485,0.008348915
0.260959166,0.144800978
0.025833941,0.11982255
0.973069262,0.464762227
0.343979712,0.157280549
0.008964393,0.205629792
0.514886366,0.356412605
0.14604158,0.233076061
0.198797887,0.099198366
0.02409016,0.256624743
0.180589285,0.021024128
0.271880028,0.167659692
0.001998095,0.232437656
0.815242759,0.311673751
0.222816617,0.169113969
0.039136614,0.54059536
0.394332466,0.273994268
0.04272926,0.009441862
0.208258328,0.114519439
0.269890004,0.461393688
0.17369531,0.087633589
0.328389763,0.193268114
0.015066596,0.349138401
0.067707935,0.133470912
0.127850505,0.50302448
0.053736294,0.359864575
0.152702375,0.144163075
0.161089237,0.081729854
0.123643835,0.357550776
0.079059234,0.122367931
0.004437913,0.145006248
0.085863243,0.142765047
0.414689001,0.13048429
0.002109806,0.528060566
0.235934373,0.400304142
0.412209155,0.316143223
0.004135728,0.171073053
0.083443912,0.086382898
0.241201758,0.113862399
0.488560895,0.127166204
0.173966687,0.243035616
0.192248913,0.00844576
0.140960432,0.062846307
0.465046323,0.41007174
0.304426607,0.154278457
0.186534649,0.187654831
0.103029487,0.003165495
0.370318936,0.250420952
0.025523988,0.105903848
0.166001531,0.004940965
0.312109858,0.261138204
0.929037572,0.409245968
0.548019495,0.354339054
0.562880049,0.22577163
0.222155561,0.05350929
0.019391083,0.017510146
0.265076033,0.137843603
0.497955821,0.186827416
0.142334204,0.043034141
0.398407433,0.228615547
0.011231176,0.171312691
0.304819461,0.048460716
0.084720967,0.299556432
0.366389403,0.25758785
0.154571218,0.089415654
0.10144086,0.320031601
0.081928913,0.275736079
0.481701377,0.608115517
0.100139227,0.127683341
0.720273088,0.300864449
0.100926265,0.151479257
0.069581483,0.078152461
0.412332426,0.471721548
0.133842332,0.059413759
0.890662384,0.29878174
0.45832115,0.245753222
0.346413807,0.272751867
0.344213301,0.142557243
0.05089898,0.034518537
0.100787039,0.022345755
0.450828802,0.150246494
0.051798635,0.286717062
0.492198453,0.339881005
0.016803461,0.127148264
0.10418627,0.434926838
0.040619374,0.361243968
0.146280586,0.161334079
0.284990171,0.114812223
0.295921002,0.300412907
0.544549388,0.320764546
0.27496141,0.042206257
0.144884644,0.010492537
0.225841635,0.114909907
0.137007381,0.277087538
0.083589148,0.044535636
0.070749787,0.060725138
0.070411764,0.151205998
0.449370639,0.394614626
0.002825837,0.136859511
0.127605475,0.074140639
0.088209624,0.094297333
0.426160574,0.06874195
0.580140896,0.24522046
0.713756281,0.342194161
0.438882989,0.265409624
0.019833108,0.039176218
0.246609088,0.11823379
0.37276014,0.15559345
0.369727389,0.073087291
0.071424321,0.006640891
0.173265472,0.283689425
0.01378359,0.394226465
0.017657939,0.026107763
0.169323933,0.399095878
0.148138428,0.001510484
0.095601078,0.029542289
0.017873352,0.054420461
0.680320154,0.214111644
0.200872548,0.219407439
0.585374389,0.467410442
0.29275164,0.09876032
0.193303631,0.144263029
0.024752476,0.041430179
0.21078305,0.544925297
0.094128539,0.27291531
0.363656951,0.160308818
0.03790954,0.212686801
0.374818381,0.283535319
0.5773811,0.192307792
0.087457611,0.166167265
0.240662854,0.298089502
0.350383183,0.231485784
0.208478702,0.04409525
0.023769823,0.097554323
0.016486805,0.130922624
0.454073901,0.500131332
0.056318177,0.191988842
0.142133379,0.091187355
0.052525467,0.071038913
0.01705268,0.144724544
0.048766508,0.24786117
0.098043468,0.071197028
0.350295369,0.284494716
0.116723656,0.067533245
0.079486098,0.262471922
0.962032285,0.417307427
0.788238162,0.210554631
0.602486558,0.294460318
0.044745547,0.064552062
0.180770004,0.329776063
0.053086072,0.061199964
0.279352489,0.222001042
0.588404511,0.318675439
0.092986829,0.075720896
0.207295761,0.106621068
0.019354829,0.085175093
0.679700297,0.463518509
0.137086262,0.061238725
0.23436494,0.154839249
0.043958214,0.038663047
0.079104034,0.029375996
0.091641931,0.035311069
0.273495854,0.343656007
0.259618931,0.006023532
0.093232542,0.122611959
0.163807097,0.007001636
0.263124954,0.451911154
0.256502309,0.394780125
0.176732181,0.455983809
0.34393018,0.369246577
0.345758327,0.231862767
0.144342758,0.20957407
0.001504172,0.025926787
0.391481205,0.196884035
0.067550612,0.155326419
0.079782598,0.076048442
0.015355753,0.161538948
0.038635464,0.24203268
0.02664539,0.10135925
0.0791425,0.046261151
0.421628146,0.404939699
0.374989459,0.2915703
0.584497609,0.40204095
0.038242128,0.129855607
0.061305049,0.27130017
0.337299539,0.201523489
0.134853463,0.028161737
0.044997348,0.184592963
0.003516755,0.047875738
0.21720789,0.392747564
0.175108142,0.061033716
0.023144052,0.340669028
0.171394675,0.113726433
0.280554755,0.260044179
0.334690494,0.062053452
0.194852419,0.163089449
0.076571919,0.022902678
0.344410257,0.462727866
0.300948915,0.196285238
0.111915181,0.006483153
0.199109553,0.259148796
0.001313309,0.103791577
0.231522266,0.273961513
0.151603081,0.206904398
0.059725011,0.145001686
0.574155857,0.364312236
0.613413119,0.374223704
0.385383317,0.132220817
0.366457357,0.080558084
0.418065613,0.199350217
0.129477971,0.207494067
0.121310318,0.08914521
0.031336141,0.198529538
0.147243796,0.133932275
0.21283294,0.132466799
0.144580367,0.111639411
0.040804183,0.000213216
0.174176635,0.119326123
0.577552584,0.217086089
0.118145262,0.336803454
0.083041919,0.239181888
0.428299304,0.099389007
0.105746488,0.080424862
0.31794018,0.264065646
0.057815895,0.027993984
0.039236201,0.321026555
0.219704763,0.191827395
0.030393471,0.066245997
0.502444378,0.17723369
0.744971808,0.381980612
0.301989511,0.219342148
0.085191126,0.026027207
0.312757664,0.226805149
0.023279166,0.114051306
0.144835692,0.074012063
0.018652836,0.384875202
0.051029833,0.211406646
0.426058431,0.254666165
0.550229381,0.303428586
0.143230343,0.136485582
0.266709229,0.298863697
0.142775069,0.119946951
0.130162673,0.170024045
0.667793211,0.236642575
0.320624679,0.172702285
0.258042214,0.116797529
0.567315481,0.222927715
0.291503289,0.353727509
0.304479797,0.07739499
0.310363786,0.366189299
0.294843598,0.178435054
0.009472835,0.173303692
0.010080265,0.123618059
0.293009254,0.374793431
0.122764076,0.084554072
0.390888467,0.361708353
0.740225113,0.23409852
0.815803759,0.326194521
0.209620456,0.060118222
0.25798561,0.363225806
0.018387618,0.095793578
0.41395803,0.287986905
0.347127499,0.219979409
0.47133482,0.356725359
0.343870837,0.210204756
0.090747169,0.056912106
0.222008419,0.098937844
0.057477177,0.048074897
0.395162289,0.365486125
0.088582737,0.24820103
0.055713158,0.031744556
0.14684958,0.158231312
0.047445691,0.330460333
0.168892645,0.027530227
0.586222747,0.428848193
0.143917735,0.227622321
0.140250041,0.24243959
0.137059483,0.151449407
0.078186171,0.040056994
0.010430635,0.01064201
0.071729337,0.012375057
0.383848265,0.546834663
0.143334843,0.118192603
0.197602353,0.291618206
0.297865014,0.169075581
0.21051133,0.281277695
0.047009636,0.133103392
0.04679784,0.18083483
0.091136612,0.062735644
0.169759892,0.147964765
0.044338226,0.155874164
0.110277598,0.049044699
0.02409481,0.362115605
0.243313571,0.076424161
0.313255585,0.295157232
0.552537135,0.222849656
0.126196485,0.044967212
0.325606387,0.16066636
0.171846615,0.190085463
0.051515959,0.191253611
0.125910445,0.354229555
0.073990949,0.382387032
0.565944104,0.211006889
0.43399655,0.152045257
0.766730841,0.654271118
0.137796426,0.286267041
0.095388122,0.007564013
0.408701742,0.223789068
0.180303515,0.056603723
0.80781902,0.165351719
0.341308195,0.177916088
0.113667477,0.010046271
0.031284504,0.13252061
0.327537262,0.301528243
0.000493587,0.021617125
0.350304056,0.28006919
0.247073469,0.131216337
0.139283728,0.150421314
0.086775452,0.036263717
0.019368626,0.12013496
0.142000591,0.084247366
0.043362147,0.047836947
0.082079383,0.031819151
0.037474959,0.016077638
0.08719961,0.091612451
0.238046395,0.221139737
0.064630845,0.058499726
0.303452725,0.365801904
0.009763176,0.192875429
0.003297314,0.315175143
0.718418574,0.391936271
0.028115705,0.145319299
0.0535089,0.200583282
0.016776393,0.129621626
0.130653457,0.100707272
0.137756515,0.279382706
0.511350612,0.247989395
0.366293494,0.437711824
0.016232208,0.241157066
0.054174968,0.329930879
0.025399454,0.108851262
0.135090199,0.084336703
0.752443206,0.33158343
0.000552007,0.20273346
0.485277261,0.37227313
0.085522262,0.002022441
0.003912194,0.27320768
0.018499614,0.318065089
0.063593053,0.277829952
0.185685083,0.232663967
0.020627561,0.111064565
0.122242584,0.027691257
0.116651445,0.059259732
0.666560812,0.243292928
0.149112531,0.005973377
0.022641308,0.190030386
0.030721992,0.000302376
0.369835822,0.276537881
0.070728419,0.162273668
0.11138303,0.092477798
0.357142505,0.175647681
0.582764532,0.197269244
0.230107651,0.28615311
0.201636197,0.327040089
0.09158623,0.309834787
0.803587126,0.445166801
0.030922251,0.118499713
0.043998872,0.116406135
0.044006207,0.302990511
0.354842681,0.101167201
0.028650822,0.012378523
0.10384013,0.157709611
0.122002311,0.192628808
0.142112062,0.223662978
0.154799157,0.290255834
0.01656848,0.319549748
0.261604152,0.393037387
0.355826819,0.156145826
0.021032834,0.303480264
0.69835174,0.291813611
0.162310269,0.046627606
0.366034325,0.132303129
0.142296253,0.498997106
0.268770083,0.456277281
0.959447851,0.422033947
0.093160504,0.228434434
0.049791783,0.095818178
0.0438885,0.202397509
0.307983575,0.316616075
0.004010381,0.027006254
0.304191462,0.257256989
0.115009038,0.298265229
0.198936635,0.253265215
0.349003446,0.133466021
0.470775499,0.262352247
0.069425082,0.076991142
0.11524064,0.217571969
0.415520834,0.325918617
0.184607972,0.386409748
0.165548594,0.044448717
0.192329336,0.372005095
0.244431457,0.193811072
0.058008638,0.04142054
0.441545053,0.188944588
0.15739776,0.029890339
0.661252498,0.284172776
0.027572743,0.312753468
0.183716528,0.085339501
0.05302431,0.189240322
0.090595387,0.03959614
0.248457262,0.326634265
0.467959043,0.238267321
0.264413403,0.229948387
0.063059885,0.138879302
0.026167676,0.053420099
0.128382957,0.258398525
0.151133046,0.126621876
0.003320887,0.147891471
0.148598281,0.23425583
0.200710166,0.199417569
0.383107223,0.223624539
0.027943927,0.357833683
0.250489576,0.267701737
0.110195248,0.05556195
0.02567103,0.10396991
0.880758988,0.325359663
0.316402097,0.324284181
0.03275617,0.077790015
0.386900218,0.270232398
0.378159204,0.181703859
0.054101274,0.091078265
0.52537387,0.333160492
0.10326992,0.176399351
0.107476795,0.028594458
0.499766465,0.271142223
0.107922784,0.155632961
0.040371181,0.036682532
0.114105717,0.084731648
0.678926106,0.273414842
0.369725924,0.118570718
0.198674818,0.292681535
0.272193857,0.317446335
0.009490645,0.047907092
0.193316167,0.357701603
0.01176511,0.098850983
0.061332064,0.115113988
0.052166205,0.112790671
0.071204266,0.124570658
0.078199783,0.138458212
0.033531401,0.403010395
0.008933654,0.03778118
0.059474749,0.118514601
0.032161036,0.174304759
0.353825627,0.176866281
0.376957418,0.188650041
0.256923114,0.322166403
0.053564976,0.154423209
0.111254152,0.07178946
0.400121686,0.249244186
0.529981757,0.1554988
0.063427861,0.054625051
0.40022232,0.210079014
0.017341568,0.100447764
0.256234427,0.111752539
0.024895534,0.081306342
0.216790121,0.167513184
0.228628767,0.11062911
0.163000691,0.088572834
0.231646407,0.145770976
0.258443525,0.184733771
0.389435669,0.211034738
0.722458998,0.542194246
0.308015995,0.053377856
0.543160198,0.268336974
0.194980092,0.029167848
0.233563649,0.240858601
0.273944117,0.058471132
0.183704011,0.292345088
0.016536866,0.12164802
0.066524102,0.226642596
0.126883199,0.14085392
0.222241243,0.313059077
0.154848535,0.217470543
0.055846875,0.115774921
0.411202114,0.024593675
0.507169636,0.170891575
0.625214188,0.341844924
0.080674709,0.161848056
0.182113482,0.126796462
0.058700261,0.067907365
0.363071559,0.377823795
0.321859151,0.211981243
0.518163569,0.40737333
0.286339593,0.170934168
0.065262249,0.044500389
0.178213452,0.307486272
0.260559554,0.415686826
0.4265727,0.297485844
0.1489342,0.039604656
0.242521346,0.170312728
0.025570751,0.122878297
0.354555399,0.26974531
0.193174629,0.194512426
0.191624653,0.054884459
0.052690622,0.033193175
0.111082174,0.117363421
0.223004738,0.143948065
0.215492738,0.163357639
0.087364041,0.250115564
0.03946012,0.024520123
0.2378991,0.308133516
0.350269452,0.121073422
0.158005976,0.029524626
0.030943799,0.133830212
0.102513181,0.353898165
0.018926372,0.117807023
0.220427782,0.314333302
0.056136931,0.055471954
0.026736375,0.134273053
0.422817881,0.350595568
0.052819152,0.238420525
0.032984922,0.052906604
0.219872391,0.199499934
0.233962107,0.578146957
0.016049219,0.026925336
0.295278448,0.172290761
0.118645117,0.033864839
0.062154684,0.104668638
0.179361803,0.149761786
0.151809067,0.190946415
0.097060887,0.060319138
0.129164235,0.121117878
0.05714438,0.002943015
0.263174197,0.20299372
0.150301347,0.22022234
0.27359332,0.081664491
0.05234539,0.099154673
0.661929769,0.408793167
0.214959075,0.398906496
0.113909769,0.033842414
0.526602848,0.587209262
0.382862239,0.224334207
0.355462024,0.241393294
0.592934018,0.235662351
0.290350244,0.163269875
0.03220573,0.139630462
0.287972747,0.416445886
0.359034455,0.277968621
0.004288561,0.014690297
0.2260237,0.108006534
0.328190502,0.181311433
0.108648442,0.104477321
0.420870232,0.406777149
0.019887454,0.194086316
0.153210501,0.154761505
0.040036068,0.028852558
0.319912741,0.263644161
0.272231968,0.048019052
0.54887201,0.261790856
0.292240366,0.076108592
0.232195422,0.215310465
0.124406996,0.362316974
0.539497115,0.220491868
0.662698107,0.324151257
0.617385829,0.256316292
0.114065972,0.271726814
0.145723981,0.295150369
0.721823983,0.45974256
0.634556524,0.350679522
0.241253662,0.109105376
0.033582182,0.114694335
0.840629032,0.380803258
0.020197038,0.023124295
0.065347552,0.236030451
0.084084339,0.078743976
0.143566031,0.112891282
0.23737234,0.222933304
0.247507307,0.101293347
0.170742959,0.103627631
0.112097739,0.115374
0.136006426,0.043818437
0.041833051,0.007721683
0.130203561,0.116934042
0.410753965,0.152885694
0.234993889,0.172513692
0.17060552,0.182767603
0.057799729,0.316180393
0.108360638,0.13257097
0.147781749,0.107768831
0.067550272,0.041527746
0.164609396,0.212615058
0.052920269,0.316488876
0.464568626,0.183306625
0.055881731,0.187803016
0.131696116,0.07295625
0.078730236,0.128679036
0.273678844,0.107648796
0.021074552,0.110932611
0.426273451,0.231344276
0.10780894,0.252833084
0.525927547,0.266803246
0.393072398,0.148419803
0.056602797,0.166790725
0.733113876,0.364643711
0.046503062,0.032094808
0.02382171,0.14857613
0.093563239,0.142051394
0.134607891,0.358216521
0.075389588,0.019033603
0.513206592,0.30157717
0.185690764,0.164209294
0.442068219,0.327255332
0.216919184,0.298386237
0.230150037,0.213258448
0.433383564,0.248928801
0.070975448,0.116569499
0.11423439,0.105184842
0.253750545,0.256510073
0.211994956,0.119475797
0.02411197,0.045777394
0.05002868,0.219736976
0.04568343,0.262356823
0.733152237,0.377923849
0.067420735,0.106987847
0.241171666,0.191226438
0.134365467,0.025112747
0.067815072,0.026927513
0.078501308,0.028616007
0.004458015,0.186769035
0.010998861,0.183511425
0.07359005,0.048452581
0.312324418,0.086690843
0.06955769,0.158739891
0.336673818,0.092740089
0.244852884,0.335782282
0.037740272,0.152041661
0.090603911,0.335579073
0.207241807,0.09461258
0.126915185,0.02956444
0.256146205,0.160619496
0.001472782,0.376059928
0.182358624,0.07392516
0.024881754,0.510606892
0.062868312,0.168299571
0.024484025,0.445996404
0.491925719,0.223219375
0.140275436,0.227260579
0.046117393,0.268642178
0.099282595,0.060646283
0.230328209,0.110169425
0.130634423,0.173466301
0.015225386,0.240716047
0.689474793,0.467750761
0.221245431,0.150596128
0.023134543,0.090480587
0.021273179,0.145391859
0.111466488,0.353623012
0.349512831,0.132175165
0.719918039,0.302782189
0.644012485,0.326577718
0.053360775,0.094428589
0.437992354,0.170627261
0.083117528,0.113108478
0.036422878,0.137880229
0.022060738,0.063529771
0.076464478,0.044270711
0.239919181,0.096577769
0.089839341,0.106242277
0.269305828,0.130173241
0.409643548,0.308327526
0.407624223,0.202600666
0.592971558,0.191864334
0.444787967,0.320054376
0.095211754,0.109287131
0.131757381,0.135188548
0.110661001,0.288317643
0.030399891,0.151155697
0.035218069,0.100369745
0.312337334,0.115464281
0.619783952,0.197143961
0.110726315,0.02573776
0.063481017,0.364383167
0.263591332,0.036272712
0.094596624,0.041732317
0.524805281,0.285863245
0.071418645,0.294862873
0.718435742,0.296021083
0.031647247,0.101078909
0.191964688,0.095568546
0.174343176,0.357275733
0.120567719,0.295608744
0.028150284,0.15247416
0.226857406,0.030868528
0.15870114,0.083077739
0.163916006,0.121357696
0.043089765,0.032873682
0.107812902,0.090030314
0.482227171,0.163498217
0.106245691,0.154747338
0.045952843,0.171501379
0.394421352,0.232224621
0.71135281,0.437336432
0.09903793,0.400318477
0.243259612,0.188378697
0.595451416,0.460613594
0.132840301,0.093531301
0.215893289,0.325155693
0.567697562,0.359163284
0.371961826,0.143568096
0.007923583,0.067742626
0.565261356,0.294545311
0.012502612,0.057134372
0.094748585,0.436858448
0.166143716,0.372195317
0.054739753,0.075132731
0.352031247,0.277062162
0.055511501,0.052215411
0.028593605,0.182685758
0.666875408,0.30813916
0.037485473,0.257014051
0.029994059,0.218201181
0.252476305,0.241928216
0.677028501,0.376129723
0.09339151,0.057311281
0.159264616,0.333417112
0.071962424,0.199894606
0.007089825,0.172030848
0.176942437,0.024425444
0.186687122,0.190407975
0.010519474,0.118909384
0.158804707,0.040721269
0.078435967,0.149331826
0.205551817,0.199410871
0.266436045,0.106882687
0.075336652,0.196526739
0.349913635,0.197702198
0.061151402,0.032685397
0.18333817,0.045086916
0.047286085,0.050134695
0.415417003,0.137032524
0.363131176,0.132244047
0.270892178,0.355819556
0.000478975,0.011177836
0.323858358,0.237740888
0.090241059,0.049882231
0.174617426,0.038710577
0.829471579,0.241732545
0.232145677,0.042214791
0.009348641,0.139238544
0.010717064,0.023905379
0.017795873,0.00303446
0.041735634,0.237699698
0.348603134,0.209696207
0.248100848,0.449968413
0.428253284,0.256583558
0.608760897,0.149273603
0.066276398,0.132426548
0.278311824,0.132037412
0.004145771,0.151687707
0.179419073,0.333380511
0.136227528,0.00377894
0.178187112,0.237621368
0.196484517,0.094791985
0.085416225,0.133002831
0.161477942,0.179845817
0.524290637,0.068672391
0.53888905,0.164508288
0.006735201,0.013758807
0.223574025,0.02286756
0.235349388,0.070761022
0.142023568,0.099282171
0.026484929,0.006274005
0.187779448,0.412776009
0.096150111,0.093322075
0.06212458,0.133024649
0.150121408,0.059806205
0.090814994,0.224296465
0.156011883,0.179829465
0.095261084,0.30592347
0.268735932,0.252132377
0.000380413,0.181239672
0.12809115,0.347568149
0.933622523,0.225419935
0.207363887,0.117978053
0.282239448,0.200403665
0.749180654,0.189769263
0.258590733,0.387953072
0.056991147,0.01286394
0.055259232,0.330147427
0.255469858,0.546015664
0.2511958,0.299414178
0.356489706,0.206238451
0.221090711,0.187128271
0.111438662,0.151934113
0.066658587,0.043424823
0.272247655,0.11890807
0.095555853,0.066478803
0.143459267,0.244591792
0.0123772,0.089581717
0.07231837,0.018046563
0.196719932,0.141538661
0.177310889,0.000234354
0.224980606,0.394777837
0.037027433,0.063872507
0.042876911,0.018350698
0.465472204,0.247006082
0.049152173,0.02243702
0.301658017,0.131310942
0.214432654,0.347884499
0.530340199,0.214046221
0.291372952,0.255384098
0.838059655,0.440156447
0.077488022,0.006374646
0.066831493,0.127865625
0.598777581,0.226699897
0.136419214,0.196591182
0.290743429,0.209948843
0.032589019,0.165775149
0.124127045,0.113370001
0.096072217,0.043201628
0.717587463,0.417625003
0.019055111,0.002678682
0.040070341,0.201250908
0.417599463,0.056639796
0.565688986,0.400117722
0.28965643,0.178894728
0.055067576,0.087442948
0.178579403,0.355860937
0.074235422,0.320630751
0.240774684,0.136816071
0.287540405,0.055807063
0.875289079,0.188490513
0.045752717,0.163911533
0.253909837,0.124770328
0.047235786,0.048116468
0.263896805,0.286975884
0.436805442,0.230622888
0.111675485,0.111349014
0.095743007,0.205872437
0.0816312,0.200597387
0.110213189,0.251035141
0.881426177,0.29093789
0.136481277,0.059887332
0.189817386,0.339613154
0.395599742,0.173110871
0.090678245,0.146034303
0.319044647,0.459663269
0.26460026,0.122753522
0.005299539,0.202309488
0.140838746,0.352148901
0.216900584,0.124040092
0.124923549,0.415059099
0.681563464,0.214846374
0.184406182,0.134958115
0.428981729,0.227185606
0.615030045,0.194495836
0.180074763,0.310577635
0.175453489,0.250384687
0.195630068,0.022036425
0.420747832,0.12391299
0.13580822,0.162511564
0.182434463,0.181889559
0.25867201,0.111741605
0.065493533,0.249645861
0.050472023,0.193879347
0.512825875,0.194616229
0.439360508,0.124018928
0.173098739,0.400456471
0.208621342,0.233813739
0.190622215,0.019372975
0.621998134,0.210381782
0.09043822,0.174871621
0.300785003,0.436799975
0.123202484,0.186092654
0.022795277,0.126459719
0.52362665,0.292857288
0.363969731,0.378317738
0.287146088,0.351944318
0.219016379,0.357059295
0.271574058,0.117702978
0.180252269,0.25600734
0.366541648,0.048534241
0.068387733,0.06274055
0.04563685,0.102529034
0.03688525,0.229363358
0.125671039,0.024146211
0.05226718,0.044691788
0.54060883,0.359886502
0.32478874,0.165010877
0.183705147,0.258393457
0.412724171,0.438222001
0.048179972,0.588125497
0.455865273,0.434277285
0.169009649,0.376152015
0.103291054,0.382382887
0.060781287,0.467337875
0.365076165,0.500936933
0.244262958,0.110466075
0.111846258,0.208941375
0.004530366,0.33026259
0.171130891,0.104106822
0.202914947,0.321893206
0.02722155,0.033631017
0.072426845,0.079615218
0.064095328,0.25577053
0.253004177,0.344553118
0.098210477,0.059494201
0.224816596,0.075153022
0.16472096,0.15677635
0.064221259,0.33288201
0.306551752,0.308446077
0.082958258,0.504245172
0.448488441,0.120207942
0.105459542,0.010972283
0.034023534,0.356624857
0.226871233,0.242073942
0.095433425,0.112420635
0.124727299,0.058577921
0.542428135,0.446046535
0.026827704,0.249615039
0.688413876,0.22285066
0.317045086,0.21276946
0.099622408,0.364091816
0.057842753,0.144344914
0.193539504,0.220732776
0.006260119,0.433088809
0.183810552,0.059993368
0.098140623,0.084143364
0.083224853,0.342522055
0.059088737,0.078593499
0.135224615,0.147206809
0.164725819,0.22891116
0.1831383,0.080932308
0.195341841,0.197356796
0.050156119,0.020948911
0.063640038,0.209728225
0.728414624,0.531972214
0.264583436,0.39519516
0.023766197,0.222392338
0.157423394,0.060488005
0.282031797,0.185975055
0.012196388,0.076546243
0.155741573,0.225391912
0.279543027,0.024496508
0.071835708,0.022970917
0.050131987,0.279726853
0.328485346,0.217920968
0.070098731,0.28014711
0.49687274,0.320522197
0.061592442,0.215611889
0.236082795,0.039091724
0.15400789,0.117570635
0.12244778,0.121560684
0.791620508,0.508594934
0.075612312,0.190760121
0.267500717,0.050935256
0.196661263,0.027835738
0.17927878,0.089851098
0.15809317,0.07514692
0.149545888,0.069238849
0.008955168,0.123618425
0.440937937,0.222850201
0.55134374,0.293971319
0.013393054,0.156231712
0.124374107,0.346121889
0.094275853,0.109672377
0.447557163,0.220132838
0.116535123,0.069802374
0.018815191,0.153730226
0.662702444,0.627888571
0.457775221,0.410201199
0.102473633,0.235529533
0.118276517,0.141840712
0.206398808,0.250837695
0.063184685,0.397248798
0.034642047,0.258758454
0.48876677,0.218590803
0.503383651,0.357394246
0.066604412,0.195512622
0.146279442,0.031764678
0.220193707,0.115626959
0.148933512,0.127745816
0.550508247,0.318223613
0.009663649,0.185389817
0.062361127,0.037591663
0.174089125,0.181380761
0.233800285,0.205649504
0.248308358,0.184873703
0.077146085,0.033339592
0.03710412,0.203914505
0.172292101,0.177925034
0.029107137,0.166921723
0.064445426,0.189293286
0.254261831,0.184969966
0.09586134,0.018945466
0.821595033,0.3934518
0.107899176,0.109089737
0.253491433,0.186609473
0.185406783,0.349522743
0.078280271,0.038893545
0.222052618,0.077741882
0.09384094,0.421769276
0.214068148,0.090313505
0.275942056,0.121393402
0.528539544,0.429057067
0.105293422,0.138063763
0.042374522,0.025924159
0.301907465,0.388334668
0.093964094,0.132314119
0.251534801,0.139838596
0.047672298,0.120341624
0.28454214,0.101351781
0.492684768,0.268865293
0.023259203,0.058831805
0.421130251,0.294261078
0.130032498,0.165820602
0.800066416,0.250314653
0.064925935,0.084836775
0.098471927,0.194318694
0.044167818,0.234310631
0.245455086,0.079762653
0.211988018,0.330251796
0.08021102,0.286233624
0.004780471,0.387166088
0.084349638,0.019115383
0.392168972,0.350532258
0.008861923,0.029761288
0.151324069,0.018979384
0.079890303,0.143849752
0.066568947,0.072811746
0.03792474,0.155303303
0.265944692,0.089364011
0.19878581,0.250793203
0.119075577,0.022478588
0.206405585,0.071332095
0.137272257,0.104082774
0.139214491,0.030307617
0.019062769,0.208361084
0.016247601,0.357070583
0.186276305,0.137877775
0.121607007,0.150211564
0.320502483,0.159667621
0.206858841,0.076235341
0.041432993,0.006140751
0.329626693,0.104990108
0.397233921,0.394206985
0.248847257,0.04979923
0.374449704,0.340646574
0.414279655,0.279735999
0.389129996,0.261519515
0.197962683,0.073286865
0.289276016,0.252211558
0.316587632,0.272610695
0.379100966,0.088969257
0.00820108,0.043417761
0.414542539,0.502186807
0.137954236,0.175233126
0.320442895,0.255761035
0.146281643,0.11240511
0.069670111,0.209319098
0.28805271,0.414924458
0.440623816,0.172458437
0.007796249,0.099236383
0.069938014,0.138484894
0.257204204,0.261196587
0.074716363,0.109165499
0.133706981,0.100633656
0.768906747,0.351446214
0.371453505,0.178903215
0.115314902,0.002223913
0.018001767,0.124907541
0.031754305,0.251096721
0.085614374,0.143099956
0.422358584,0.133281016
0.152191157,0.010424564
0.618064432,0.270551243
0.061300856,0.089803995
0.008044996,0.143155918
0.194730611,0.148204736
0.274060308,0.037962423
0.106796475,0.063337891
0.178142988,0.105226497
0.577671618,0.173098717
0.208796926,0.208119556
0.404482054,0.081164965
0.212688886,0.141037396
0.080262646,0.057678201
0.762351083,0.321974957
0.089850634,0.028605445
0.307174,0.05995801
0.087661391,0.019954736
0.178123398,0.21726348
0.009035646,0.191374411
0.058193014,0.050296048
0.012328762,0.098049474
0.159064826,0.186033789
0.541960101,0.333226998
0.491039348,0.218426333
0.272932752,0.417108978
0.110729219,0.027284127
0.061649483,0.12908687
0.336271536,0.123417559
0.071748426,0.147584275
0.056696708,0.009621937
0.130517382,0.026251136
0.105972714,0.089633658
0.236958202,0.181228928
0.349903399,0.11759193
0.472346713,0.367262406
0.852911995,0.273470981
0.162860931,0.205027441
0.070615514,0.136594095
0.001206578,0.03797605
0.34051771,0.125324227
0.020219677,0.214654084
0.173264489,0.032436104
0.677869251,0.532699886
0.085965149,0.051533325
0.100185439,0.054500604
0.579711354,0.160230578
0.459201916,0.231380528
0.256659122,0.044291358
0.360910201,0.280373597
0.207647543,0.124452368
0.61586512,0.416664542
